ncsClCd,compeUnitName,level
1510030301,다이캐스팅금형 도면 검토,3
1510030302,다이캐스팅금형 부품 확인,4
1510030303,다이캐스팅금형 부품 다듬질,3
1510030304,다이캐스팅금형 표준부품 조립,2
1510030305,다이캐스팅금형 형상부품 조립,3
1510030306,다이캐스팅금형 형합,5
1510030307,다이캐스팅금형 조립검사,4
1510030308,다이캐스팅금형 시험성형,5
1510030309,다이캐스팅금형 수정,4
1510030310,다이캐스팅금형 조립 안전관리,2
1510030401,다이캐스팅금형 부품검사,2
1510030402,다이캐스팅 시험주조 후 공정검사,3
1510030403,다이캐스팅금형 재료평가,3
1510030404,다이캐스팅금형 외주제작 부품검사,3
1510030405,다이캐스팅금형 부품 3차원측정,3
1510030406,다이캐스팅 시험주조 제품검사,4
1510030407,다이캐스팅금형 유지보수,4
1510030408,다이캐스팅금형 협력사 외주 품질관리,5
1510030409,다이캐스팅 주조성 기능 평가,5
1510030410,다이캐스팅 시험주조 제품평가,5
1510030411,다이캐스팅금형 개선활동,5
1510030412,다이캐스팅금형 제작 품질관리,6
1511010101,스마트설비설계기획,6
1511010102,스마트설비 메커니즘설계,5
1511010103,스마트설비 기구설계,4
1511010104,스마트전기시스템설계,4
1511010105,스마트설비제어설계,5
1511010106,스마트센서활용설계,4
1511010107,로봇협업설계,5
1511010108,감시제어시스템 설계,4
1511010109,스마트설비최적화 검토,6
1511010110,스마트설비 안전설계,5
1511020101,시스템 설치 계획 수립,6
1511020102,통신 네트워크 설치,2
1511020103,데이터 수집 장치 설치,3
1511020104,데이터 인터페이스 설치,3
1511020105,경영 정보 시스템 설치,4
1511020106,제조 정보 시스템 설치,4
1511020107,감시 제어 시스템 설치,3
1511020108,로봇 인터페이스 시스템 설치,3
1511020109,보안 시스템 설치,3
1511020110,시스템 검증,5
1511030101,스마트공장 시스템 관리계획 수립,6
1511030102,스마트공장 시스템 장치관리,3
1511030103,스마트공장 에너지 운영시스템 관리,4
1511030104,스마트공장 설비 감시시스템 관리,3
1511030105,스마트공장 시스템 안전관리,4
1511030106,스마트공장 시스템 보안관리,4
1511030107,스마트공장 시스템 데이터관리,5
1511030108,스마트공장 시스템 성과관리,6
1511030109,스마트공장 시스템 개선점관리,6
1511030201,스마트설비 유지관리 계획수립,6
1511030202,통신 네트워크 유지관리,2
1511030203,데이터 수집장치 유지관리,3
1511030204,데이터 인터페이스 유지관리,3
1511030205,로봇 시스템 유지관리,4
1511030206,스마트설비 제어 유지관리,4
1511030207,스마트설비 기구 유지관리,3
1601010101,재료설계 고객요구 조건 검토파악,5
1601010102,재료설계 자료 분석,4
1601010103,원부자재관리,3
1601010107,품질관리,4
1601010108,환경안전관리,4
1601010109,재료설계 표준화,6
1601010110,합금설계표준,5
1601010111,합금함량분석,5
1601010112,합금함량조정,5
1601010113,생산공정 설계,5
1601010114,생산공정 설계평가,5
1601010115,시제품 생산설비구성,5
1601010116,시제품 제작,5
1601010201,재료시험계획 수립,5
1601010202,재료시험편 준비,2
1601010204,물리적 재료시험,4
1601010205,화학적 재료시험,4
1601010207,재료시험 결과정리,4
1601010208,재료시험설비 자원관리,3
1601010209,재료시험 신뢰성 확보,6
1601010213,굽힘·마모시험,3
1601010214,피로·CTOD·크리프시험,5
1601010215,코팅두께측정·밀착성 시험,3
1601010216,표면 거칠기 시험,2
1601010217,인장시험,2
1601010218,경도시험,2
1601010219,충격시험,2
1601010220,압축시험,2
1601010221,불꽃시험,2
1601010222,DWTT·DTT·NRL 시험,6
1601010223,고온·저온 인장시험,6
1601010301,재료조직평가 계획,6
1601010304,주사전자현미경 분석,4
1601010305,투과전자현미경 분석,5
1601010308,평가분석 자료화,5
1601010310,재료조직시험 안전관리,6
1601010315,에너지분산형 분광분석기 분석,4
1601010316,X-선형광분석기 분석,4
1601010317,X-선회절분석기 분석,4
1601010318,원소분석기 분석,3
1601010319,원자흡수분광기 분석,4
1601010320,유도결합플라즈마분석기 분석,4
1601010321,자외선가시광선분광기 분석,3
1601010322,거시조직 검사,2
1601010323,광학현미경 분석,2
1601010324,발광분광분석기 분석,3
1601010325,열분석기 분석,4
1601010326,화상분석기 분석,3
1601010327,전자프로브미세분석기 분석,5
1601020001,제강 공정설계,6
1601020002,제강 품질관리,5
1601020003,제강 환경관리,5
1601020004,제강 안전관리,5
1601020005,제강 데이터관리,4
1601020006,제강 설비관리,4
1601020007,제강 집진설비운전,3
1601020008,제강 내화물관리,3
1601020009,제강 크레인 및 중장비 지원작업,2
1601020010,열간압연 안전관리,5
1601020011,열간압연 환경관리,5
1601020012,열간압연 설비유지보수,4
1601020013,열간압연 계측기 운용,3
1601020014,열간압연 크레인 운용,2
1601020109,소결·코크스 제조 설비관리,4
1601020111,제선 공정관리,6
1601020115,소결광 제조 기본작업,2
1601020118,코크스 제조 기본작업,2
1601020121,고로 기본작업,2
1601020122,고로 조업,4
1601020123,고로 열풍로 작업,2
1601020124,고로 미분탄 제조,2
1601020129,고로 설비관리,4
1601020130,고로가스 청정설비 관리,2
1601020131,제선 환경관리,4
1601020132,제선 안전관리,5
1601020133,고로 출선,2
1601020134,고로 슬래그 처리,3
1601020135,소결 연·원료 수입,2
1601020136,코크스제조 원료탄 수입,2
1601020137,소결 연·원료 처리,4
1601020138,소결 연·원료 배합,3
1601020139,코크스제조 원료탄 처리,3
1601020140,소결 조업,4
1601020141,소결 연·원료 장입,2
1601020142,소결광 파쇄,2
1601020143,소결광 선별,2
1601020144,소결 부대설비 운전,2
1601020145,코크스제조 원료탄 배합,3
1601020146,코크스제조 작업,4
1601020147,코크스 소화,2
1601020148,코크스 화성 가스배송,2
1601020149,코크스 화성 가스정제,3
1601020150,코크스제조 코크스오븐 관리,4
1601020151,코크스 수송,2
1601020152,고로 송·휴풍,2
1601020153,고로 화입,4
1601020154,고로 중풍 조업,4
1601020155,소결광 제조 품질관리,5
1601020156,코크스제조 품질관리,5
1601020157,고로제선 품질관리,5
1601020158,펠레트 제조,3
1601020159,고로 주선기 작업,3
1601020160,고로 내화물 관리,3
1601020161,고로제선 연·원료 관리,2
1601020317,열간판재압연 기본작업,2
1601020318,열간판재압연 제조공정 설계하기,6
1601020319,열간판재압연 수식모델,4
1601020320,열간판재압연 소재관리,2
1601020321,열간판재압연 롤 관리,3
1601020322,열간판재압연 가열,3
1601020323,열간판재압연 냉각,2
1601020324,열연코일 조압연,3
1601020325,열연코일 사상압연,4
1601020326,열연코일 권취,2
1601020327,열연코일 정정,2
1601020328,열간판재압연 부적합품 관리,3
1601020329,열연코일 품질관리,4
1601020330,후판 조압연,3
1601020331,후판 사상압연,4
1601020332,후판 교정,3
1601020333,후판 전단,2
1601020334,후판 정정,2
1601020335,후판 열처리,4
1601020336,후판 품질관리,4
1601020337,봉·형강압연 기본작업,2
1601020338,봉·형강압연 공정설계,6
1601020339,봉·형강압연 소재관리,2
1601020340,봉·형강압연 가열,4
1601020341,봉·형강 조압연,3
1601020342,봉·형강 중간압연,3
1601020343,봉·형강 사상압연,4
1601020344,봉·형강압연 정정,2
1601020345,봉·형강압연 롤 교체,3
1601020346,봉·형강압연 롤 공형 관리,3
1601020347,봉·형강압연 품질관리,4
1601020348,대형 형강 압연,4
1601020349,형강 교정,3
1601020350,선재 냉각,3
1601020351,선재 권취,3
1601020352,선재 정정,2
1601020353,선재 품질관리,4
1601020401,냉간압연 품질설계,4
1601020402,냉간압연 작업스케줄 편성,4
1601020403,냉간압연 산세,2
1601020405,냉간압연 청정,2
1601020407,냉간압연 조질압연,3
1601020408,냉간압연 정정,2
1601020410,냉간압연 환경안전관리,2
1601020411,냉간압연 설비유지보수,3
1601020412,냉간압연제품 고객 품질대응,4
1601020413,냉간압연 준비작업,2
1601020414,냉간압연 압연작업,4
1601020415,냉간압연 상자풀림,2
1601020416,냉간압연 연속풀림,4
1601020419,냉간압연 품질검사,3
1601020420,냉간압연 강판 용융도금,2
1601020421,냉간압연 강판 전기도금,3
1601020422,냉간압연 도금강판 후처리,3
1601020423,냉간압연 도금강판 품질관리,4
1601020701,금속제조설비 정비관리,6
1601020702,금속제조설비 기계도면 해독,2
1601020704,금속제조설비 기계요소 정비,3
1601020705,금속제조설비 기계공기구 활용,2
1601020708,금속제조설비 유공압 기기 정비,4
1601020710,금속제조설비 배관 기기 정비,3
1601020712,금속제조설비 윤활기기정비,3
1601020715,금속제조설비 변압기 정비,4
1601020716,금속제조설비 예비전원 정비,3
1601020717,금속제조설비 DCS 정비,4
1601020719,금속제조설비 계측센서 정비,3
1601020720,금속제조설비 전동기 정비,3
1601020721,금속제조설비 조절밸브 정비,4
1601020722,금속재료제조설비 정비안전관리,5
1601020723,금속제조설비 전기도면해독,2
1601020724,금속제조설비 계측도면해독,2
1601020725,금속제조설비 펌프정비,4
1601020726,금속제조설비 압축기정비,4
1601020727,금속제조설비 수변전설비정비,4
1601020728,금속제조설비 전력케이블정비,3
1601020729,금속제조설비 시퀀스제어반정비,2
1601020730,금속제조설비 계측제어반정비,3
1601020731,금속제조설비 기계장치점검,3
1601020732,금속제조설비 감속기정비,4
1601020733,금속제조설비 기계장치분해조립,4
1601020734,금속제조설비 회전기계축정렬,4
1601020735,금속제조설비 회전기계정밀진단,4
1601020736,금속제조설비 고·저압반정비,3
1601020737,금속제조설비 PLC정비,4
1601020738,금속제조설비 HMI정비,3
1601020739,금속제조설비 통신네트워크정비,4
1601020740,금속제조설비 품질계측기정비,4
1601020741,금속제조설비 환경계측기정비,3
1601020742,금속제조설비 검출단정비,3
1601020743,금속제조설비 자동화센서정비,2
1601020744,금속제조설비 계측공기구 활용,2
1601020801,전로제강 배가스 설비운전,4
1601020802,전로제강 취련,4
1601020803,전로제강 출강,4
1601020804,전로제강 노체 관리,4
1601020805,전로제강 부대설비 관리,3
1601020806,전로제강 부원료 관리,3
1601020807,전로제강 출강구 관리,3
1601020808,전로제강 노구지금 관리,3
1601020809,전로제강 용선 예비처리,3
1601020810,전로제강 기본작업,2
1601020811,전로제강 슬래그 포트 준비,2
1601020812,전로제강 부원료 · 합금철 수송,2
1601020813,전로제강 스크랩 준비,2
1601020814,전로제강 온도·성분 확인,2
1601020815,전로제강 주원료 장입,2
1601020816,전로제강 노하청소,2
1601020817,전로제강 출강래들준비,2
1601020818,전로제강 용선준비,2
1601020819,전로제강 예비처리 용선 슬래그 제거,2
1601020901,유도로 라이닝,4
1601020902,전기로제강 용해,4
1601020903,전기로제강 정련,4
1601020904,전기로제강 노체관리,4
1601020905,전기로제강 출강,3
1601020906,전기로제강 전극관리,3
1601020907,유도로 용해,3
1601020908,유도로 출강,3
1601020909,전기로제강 주원료 장입,2
1601020910,전기로제강 슬래그 제거,2
1601020911,전기로제강 기본작업,2
1601020912,전기로제강 수강래들 준비,2
1601020913,전기로제강 노하관리,2
1601021001,2차정련 성분·온도 조정,4
1601021002,2차정련 진공설비 관리,4
1601021003,2차정련 탈탄,4
1601021004,2차정련 탈가스,4
1601021005,2차정련 탈황,3
1601021006,2차정련 전극조정,3
1601021007,2차정련 진공조 관리,3
1601021008,2차정련 진공조 예열,3
1601021009,2차정련 부원료·합금철 투입,3
1601021010,2차정련 승온,3
1601021011,2차정련 기본작업,2
1601021012,2차정련 노하피트 관리,2
1601021013,2차정련 슬래그 배재,2
1601021014,2차정련 용강수입,2
1601021015,2차정련 용강 온도·성분 확인,2
1601021016,2차정련 버블링,2
1601021017,2차정련 진공탱크 관리,2
1601021101,연속주조 연연주 작업,4
1601021102,연속주조 조업 이상 조치,4
1601021103,조괴 주입,3
1601021104,조괴 인발,3
1601021105,연속주조 주조초기 작업,3
1601021106,연속주조 주조말기 작업,3
1601021107,연숙주조 연주설비 관리,3
1601021108,연속주조 TCM 운전,3
1601021109,조괴 준비,2
1601021110,주조 기본작업,2
1601021111,연속주조 더미바준비,2
1601021112,연속주조 몰드준비,2
1601021113,연속주조 턴디시준비,2
1601030101,고객 요구사항 파악,5
1601030102,주조 생산계획 수립,4
1601030103,주조 공정 설계,4
1601030107,주조품 후처리,2
1601030109,주조 결함 발생 방지 대책 수립,4
1601030110,주조 설비 관리,2
1601030113,원형 설계,4
1601030114,원형 제작,3
1601030115,일반 주형 조형 작업,2
1601030116,특수 주형 조형 작업,4
1601030117,주철 용해 작업,2
1601030118,비철금속 용해 작업,4
1601030119,출탕 작업,2
1601030120,주조 공정관리,4
1601030121,주조 품질관리,4
1601030122,주조 환경관리,4
1601030123,주조 안전보건관리,2
1601030124,주조 작업장 정리,2
1601030204,단조압출인발 금형 준비,3
1601030209,단조압출인발 품질관리,4
1601030210,단조압출인발 설비 보전,3
1601030211,단조압출인발 생산계획,5
1601030212,단조압출인발 생산관리,5
1601030215,단조성형 생산,3
1601030217,압출성형 생산,3
1601030219,인발성형 생산,3
1601030221,단조압출인발 성형품 오염방지·제거,2
1601030222,단조압출인발 성형품 교정·방청,2
1601030223,단조압출인발 작업안전보건관리,2
1601030224,단조압출인발 기초 제조공정 설계,2
1601030225,단조압출인발 기초 금형 설계,2
1601030226,단조압출인발 기초 금형 제작,2
1601030227,단조압출인발 응용 제조공정 설계,4
1601030228,단조압출인발 응용 금형설계,4
1601030229,단조압출인발 응용 금형제작,4
1601030230,단조압출인발 성형 품질유지보수,3
1601030231,단조압출인발 금형 수리,3
1601030232,단조압출인발 성형해석,6
1601030305,표면개질열처리,4
1601030307,열처리 품질평가,4
1601030308,열처리 부적합품 관리,4
1601030310,열처리 작업 안전보건관리,3
1601030311,열처리 생산계획 파악,4
1601030312,열처리 생산계획 수립,4
1601030317,화학적표면경화열처리,2
1601030318,물리적표면경화열처리,2
1601030319,항온염욕열처리,2
1601030321,열처리 생산설비 점검,3
1601030322,열처리 생산설비 유지관리,2
1601030323,열처리 공정설계,5
1601030324,어닐링열처리,3
1601030325,노멀라이징열처리,3
1601030326,퀜칭열처리,3
1601030327,템퍼링열처리,3
1601030328,진공열처리,3
1601030329,심냉처리,3
1601030411,금속재료관리,4
1601030412,선재 공정설계,4
1601030413,선재 산세작업,2
1601030414,선재 산세작업관리,4
1601030415,선재 피막작업,2
1601030416,선재 피막작업관리,4
1601030417,선재 열처리작업,2
1601030418,선재 열처리작업관리,4
1601030419,선재 건식신선작업,2
1601030420,선재 건식신선작업관리,4
1601030421,선재 습식신선작업,2
1601030422,선재 습식신선작업관리,4
1601030423,선재 탈지작업,2
1601030424,선재 탈지작업관리,4
1601030425,선재 도금작업,2
1601030426,선재 도금작업관리,4
1601030427,선재 연선 스트랜딩작업,3
1601030428,선재 연선 스트랜딩작업관리,5
1601030429,선재 연선 클로징 작업,3
1601030430,선재 연선 클로징 작업관리,5
1601030431,선재 재료시험,3
1601030432,선재 재료시험관리,4
1601030433,선재 품질 활동,2
1601030434,선재 품질 관리,4
1601030435,품질불량 관리,4
1601030436,다이스관리,4
1601030437,선재포장작업,2
1601030438,선재포장관리,4
1601030439,선재설비 유지보수,2
1601030440,선재설비 유지보수 관리,4
1601030441,선재작업 안전활동,2
1601030442,선재작업 안전관리,4
1601030443,환경관리,4
1601030508,판금제관 작업장 정리,2
1601030509,판금제관 작업 안전관리,3
1601030510,판금제관 도면검토 작업,4
1601030511,판금제관 공정도 작성,4
1601030512,판금제관 전개도작업,4
1601030513,판금제관 현도작업,2
1601030514,판금제관 수작업 절단,2
1601030515,판금제관 기계 절단,4
1601030516,판금제관 형강재 성형,4
1601030517,판금제관 판재 성형,4
1601030518,판금제관 부품조립,4
1601030519,판금제관 요소 조립,4
1601030520,판금제관 외관치수 검사,2
1601030521,판금제관 교정완성품 검사,4
1601030522,판금제관 설비 점검관리,2
1601030523,판금제관 설비 보수유지 관리,2
1601030601,강관 공정설계,4
1601030602,강관 원료가공,2
1601030605,강관 정형,2
1601030606,강관 관단가공,2
1601030607,강관 열처리,4
1601030608,강관 품질검사,4
1601030609,강관 도금처리,4
1601030610,강관 도복장 처리,4
1601030611,강관 포장,2
1601030612,강관 제조설비 관리,2
1601030613,강관 고주파 용접 성형,2
1601030614,강관 잠호 용접 성형,2
1601030615,강관 고주파 용접,4
1601030616,강관 잠호 용접,4
1601030617,강관제품 고객 품질 대응,4
1601030701,고객 요구사항 파악,5
1601030702,분말생산계획 수립,5
1601030703,분말 제조,2
1601030704,분말 분급과 혼합,2
1601030706,분말야금 부품생산계획 수립,5
1601030707,분말야금용 금형 설계,4
1601030708,분말 배합,2
1601030709,분말 성형체 제작,2
1601030710,분말 성형체 소결,2
1601030711,분말야금 소결체 후처리,2
1601030713,분말야금 품질관리,4
1601030714,분말야금 설비관리,3
1601030715,분말야금 환경·안전·보건관리,4
1601030716,분말야금 특성평가,3
1601030801,다이캐스팅 주조,4
1601030802,인베스트먼트 주조,3
1601030803,셸몰드 주조,2
1601030804,중력금형 주조,3
1601030805,저압 주조,4
1601030806,진공 주조,4
1601030807,원심 주조,3
1601030808,비철 연속 주조,4
1601030809,풀몰드 주조,3
1601030810,용탕 단조,4
1601030811,특수주조 품질관리,4
1601030812,특수주조 환경·안전관리,3
1601040104,도금액 관리,4
1601040109,도금 후처리작업,2
1601040110,도금 제품검사,3
1601040111,도금 불량대책 수립,5
1601040112,도금작업 환경안전관리,2
1601040113,도금 치구 제작 설정,3
1601040114,도금 치구 제작,3
1601040117,도금 전처리작업 금속제품,2
1601040118,도금 전처리작업 비금속제품,2
1601040119,도금작업 준비,2
1601040123,건식도금작업 전처리,2
1601040124,건식도금작업,4
1601040125,도금 환경 법규 검토,3
1601040126,도금 생산계획 수립,6
1601040127,도금 생산계획 공정검토,4
1601040128,도금작업 공정설계 파악,3
1601040129,도금작업 공정준비,2
1601040130,도금작업 공정설계 설정,4
1601040131,도금작업 공정수행,2
1601040132,전기도금작업,2
1601040133,무전해 도금작업,3
1601040134,도금 양극산화 전·후처리,2
1601040135,도금 양극산화,3
1601040136,도금 화성피막 전·후처리,2
1601040137,도금 화성피막,3
1601040138,도금 환경법규 적용,3
1601040139,도금층 조직검사,4
1601040140,도금·하지층 금속부식방지,6
1601040141,반도체 도금작업,5
1601040142,출하검사,2
1601040143,원소재물성분석,3
1601040201,금속도장 설계,5
1601040202,금속도장 작업계획수립,4
1601040203,금속도장 입고점검,3
1601040209,금속도장 환경안전관리,3
1601040210,금속도장 소방·전기안전관리,3
1601040211,금속도장 개인안전관리,2
1601040212,기계적 표면처리,2
1601040213,화학적 표면처리,2
1601040214,화성피막처리,4
1601040215,도장설비·기기,4
1601040216,조색작업,4
1601040217,주걱·붓·롤러 도장,2
1601040218,에어스프레이 도장,2
1601040219,에어리스 도장,4
1601040220,침적 도장,3
1601040221,롤코팅 도장,3
1601040222,액상정전 도장,3
1601040223,분체 도장,3
1601040224,적외선·자외선 건조,3
1601040225,열풍 건조,2
1601040226,금속도장 검사 일반,3
1601040227,금속도장 결함 대책,4
1601050001,작업안전보건관리,2
1601050002,작업 후 정리정돈,2
1601050003,용접절차사양서 해독,3
1601050004,가스용접,3
1601050005,레이저용접,3
1601050102,피복아크용접 도면해독,4
1601050103,피복아크용접 재료준비,3
1601050104,피복아크용접 장비설치,3
1601050105,피복아크용접 가용접 작업,4
1601050107,피복아크용접부 검사,5
1601050108,피복아크용접 결함부 보수용접 작업,6
1601050110,피복아크용접 비드쌓기,3
1601050111,피복아크용접 맞대기용접,4
1601050112,피복아크용접 필릿용접,3
1601050113,피복아크용접 파이프용접,5
1601050202,CO₂용접 도면 해독,4
1601050203,CO₂용접 재료 준비,3
1601050204,CO₂용접 장비 설치,3
1601050205,CO₂용접 가용접 작업,4
1601050208,CO₂용접 용접부 검사,5
1601050209,CO₂용접 결함부 보수 용접 작업,6
1601050211,솔리드와이어용접 비드쌓기,3
1601050212,솔리드와이어 필릿 용접,3
1601050213,솔리드와이어 맞대기 용접,4
1601050214,플럭스코어드와이어 비드쌓기,3
1601050215,플럭스코어드와이어 필릿 용접,3
1601050216,플럭스코어드와이어 맞대기 용접,4
1601050302,가스텅스텐아크용접 도면해독,4
1601050303,가스텅스텐아크용접 재료준비,3
1601050304,가스텅스텐아크용접 장비설치,3
1601050305,가스텅스텐아크용접 가용접 작업,4
1601050307,가스텅스텐아크용접부 검사,5
1601050308,가스텅스텐아크용접 결함부 보수용접 작업,6
1601050310,가스텅스텐아크용접 비드쌓기,3
1601050311,가스텅스텐아크용접 맞대기용접,4
1601050312,가스텅스텐아크용접 필릿용접,3
1601050313,가스텅스텐아크용접 파이프용접,5
1601050402,가스메탈아크용접 도면해독,4
1601050403,가스메탈아크용접 재료준비,3
1601050404,가스메탈아크용접 장비설치,3
1601050405,가스메탈아크용접 가용접 작업,4
1601050407,가스메탈아크용접부 검사,5
1601050408,가스메탈아크용접 결함부 보수용접 작업,6
1601050410,가스메탈아크용접 비드쌓기,3
1601050411,가스메탈아크용접 맞대기용접,4
1601050412,가스메탈아크용접 필릿용접,4
1601050413,가스메탈아크용접 파이프용접,3
1601050503,서브머지드아크용접 재료준비,3
1601050504,서브머지드아크용접 가용접 작업,4
1601050507,서브머지드아크용접부 검사,5
1601050508,서브머지드아크용접 결함부 보수용접 작업,6
1601050510,단일전극 서브머지드아크용접 도면해독,4
1601050511,다전극 서브머지드아크용접 도면해독,4
1601050512,단일전극 서브머지드아크용접 용접장비설치,3
1601050513,다전극 서브머지드아크용접 용접장비설치,3
1601050514,단일전극 서브머지드아크용접 예열 및 본용접 작업,4
1601050515,다전극 서브머지드아크용접 예열 및 본용접 작업,4
1601050516,서브머지드아크용접 후열 및 용접 후처리 작업,4
1601050601,기본용접작업,3
1601050603,로봇용접 준비,3
1601050604,로봇용접장비 세팅,3
1601050609,로봇용접 완료 작업,3
1601050616,로봇용접후처리검사,4
1601050617,제작도면용접절차사양서파악,4
1601050618,로봇용접 프로그램 코딩,5
1601050619,로봇용접 작업,4
1601050701,저항용접 도면해독,4
1601050702,저항용접 재료준비,3
1601050703,점(spot) 용접 작업,3
1601050704,심(seam) 용접 작업,4
1601050705,돌기(projection) 용접 작업,4
1601050706,업셋(upset) 용접 작업,3
1601050707,플래시(flash) 용접 작업,4
1601050708,저항용접부 검사,5
1601060101,마그네슘 제련,4
1601060102,마그네슘 합금 제조,5
1601060103,마그네슘 주조,2
1601060104,마그네슘 다이캐스팅,2
1601060105,마그네슘 소성 가공,3
1601060106,마그네슘 표면처리,3
1601060107,마그네슘 리사이클링,3
1601060108,마그네슘 안전관리,4
1601060201,타이타늄 금속 제련,4
1601060202,타이타늄 용해·주조,3
1601060203,타이타늄 중간재 제조,5
1601060204,타이타늄 소재가공,3
1601060205,타이타늄 적층 제조,6
1601060206,타이타늄 열·표면처리,3
1601060207,타이타늄 리사이클링,2
1601060208,타이타늄 환경안전관리,4
1601060301,알루미늄 합금 제조,3
1601060302,알루미늄 압연,2
1601060303,알루미늄 압출,2
1601060304,알루미늄 단조,2
1601060305,알루미늄 주조,2
1601060306,알루미늄 다이캐스팅,2
1601060307,알루미늄 적층 성형,5
1601060308,알루미늄 열처리,3
1601060309,알루미늄 표면처리,3
1601060310,알루미늄 접합,5
1601060311,알루미늄 작업장 환경 안전관리,4
1601060401,공정설계,6
1601060402,생산계획 수립,5
1601060403,원료 예비처리 작업,4
1601060409,품질관리,4
1601060411,환경안전관리,4
1601060412,조금속 제조,4
1601060413,조금속 처리,4
1601060414,상분리 정련 작업,4
1601060415,플럭스 첨가 정련 작업,4
1601060416,용해작업,2
1601060417,주조작업,2
1601060418,부산물 회수 작업,2
1601060419,부산물 활용 작업,2
1601060420,아황산가스 정제 작업,2
1601060421,황산 제조 작업,2
1601060422,설비운용,2
1601060423,설비보전,4
1601060502,생산계획 수립,5
1601060505,고액분리 작업,2
1601060508,회수 작업,4
1601060511,설비관리,2
1601060512,환경안전관리,4
1601060513,공정반응설계,6
1601060514,열역학반응설계,4
1601060515,원료 물리적 예비처리,4
1601060516,원료 화학적 예비처리,2
1601060517,침출원료수급,2
1601060518,침출조업,3
1601060519,침출액 1차정제,2
1601060520,침출액 2차정제,4
1601060521,전해 작업,4
1601060522,전극 관리,2
1601060523,부산물 내 유용자원 회수,3
1601060524,부산물 내 유해물질 안정화,2
1601060525,품질관리,4
1601060526,표준화 작업,4
1602000101,수입검사,3
1602000102,공정검사,4
1602000103,출하검사,3
1602000104,품질보증,5
1602000201,안전보건관리,4
1602000202,폐기물관리,4
1602000203,수질관리,4
1602000204,대기관리,4
1602000205,위험물관리,4
1602030101,원자재검사,3
1602030102,부자재검사,2
1602030103,특성확인,3
1602030104,보관관리,3
1602030105,원료분쇄,2
1602030106,원료혼합,2
1602030107,원료하소,3
1602030108,과립제조,3
1602030201,주입성형,3
1602030202,가압성형,2
1602030203,사출성형,4
1602030204,롤러성형(물레),2
1602030205,냉간정수압성형,4
1602030206,압출성형,3
1602030301,상압소결,4
1602030302,진공소결,4
1602030303,가압소결,5
1602030304,로터리킬른 소성,4
1602030305,터널킬른 소성,5
1602030306,분위기소결,4
1602030307,열간정수압소결,5
1602030401,가공,4
1602030402,세정,2
1602030403,코팅(전극처리),4
1602030404,조립/검사,4
1602030405,제품분쇄,3
1602030406,콘크리트 제조,5
1602030407,시유,4
1602030408,장식,4
1602030409,건조,2
1602030501,시공계획수립,5
1602030502,시공작업준비,2
1602030503,시공작업시행,3
1602030504,시공건조작업,4
1602030505,시공점검보수,4
1602040101,원료보관,3
1602040102,원료계량,4
1602040103,원료혼합,4
1602040201,연소공정관리,4
1602040202,용융반응관리,4
1602040203,용융설비관리,4
1602040204,내화물유지보수,4
1602040205,결정성장,5
1602040301,판유리성형,4
1602040302,용기유리성형,4
1602040303,섬유유리성형,4
1602040304,서냉,4
1602040401,원판전처리,3
1602040402,코팅유리제조,4
1602040403,복층유리제조,4
1602040404,접합유리제조,4
1602040405,강화유리제조,4
1602040406,법랑제조,4
1602040407,프리트제조,4
1602040408,석영유리가공제조,4
1602040409,광학유리가공제조,4
1602040410,유리광섬유제조,4
1602050101,코크스제조,3
1602050102,피치제조,3
1602050103,카본블랙제조,4
1602050104,활성탄소제조,4
1602050105,탄소섬유제조,5
1602050106,탄소-탄소복합재료제조,5
1602050107,인조흑연제조,5
1602050201,탄소재료특성파악,2
1602050202,탄소재료일반분석,2
1602050203,카본블랙품질관리,4
1602050204,인조흑연품질관리,5
1602050205,탄소섬유품질관리,4
1701010101,분석계획수립,5
1701010103,시료전처리,3
1701010106,문서관리,3
1701010107,분석장비 관리,4
1701010110,직무교육,5
1701010111,시험법 밸리데이션 계획수립,5
1701010112,시험법 밸리데이션,5
1701010113,이화학 분석,3
1701010114,분광 분석,3
1701010115,크로마토그래피 분석,3
1701010116,분석결과 해석,5
1701010117,분석결과보고서 작성,5
1701010118,환경점검,3
1701010119,환경관리,4
1701010120,안전점검,3
1701010121,안전관리,4
1701010122,분석업무지시서 확인,3
1701010123,시험결과보고서 작성,3
1701010124,화학구조 분석,5
1701010125,화학특성 분석,5
1701010126,유해 화학물질 분석,5
1701010127,분석실험 준비,2
1701010128,분석시료 준비,2
1701010129,기초 화학분석,2
1701010130,실험실 환경ㆍ안전점검,2
1701010131,실험실 문서관리,2
1701010201,화학물질 품질검사,4
1701010202,대상물질 일반정보 수집,4
1701010203,위해성평가 계획수립,5
1701010204,평가 대상물질 자료수집·확인,5
1701010205,물리적·화학적 특성·유해성 자료생산,5
1701010206,노출량-반응·노출평가,6
1701010207,위해도 결정,6
1701010208,화학물질의 등록 및 평가 등에 관한 법률에 의한 유해성 심사·분류,4
1701010209,화학물질관리법에 의한 신고·허가사항,4
1701010210,화학물질안전정보 생산·관리,4
1701010211,MSDS 작성·관리,5
1701010301,화학물질취급 문서관리,3
1701010302,화학물질취급 안전교육,5
1701010308,화학물질 사고피해 방지,3
1701010309,특수작업 점검,3
1701010310,GHS-MSDS 파악,3
1701010311,화학물질 취급기준관리,5
1701010312,화학물질취급 모니터링,5
1701010313,화학물질취급 설비점검,3
