분류번호,명칭,수준,시간
1601030103_16v4,주조 공정 설계,4,50
1601030107_14v3,주조품 후처리,2,25
1601030109_16v4,주조 결함 발생 방지 대책 수립,4,50
1601030110_16v4,주조 설비 관리,2,50
1601030113_16v4,원형 설계,4,50
1601030114_16v4,원형 제작,3,50
1601030115_16v4,일반 주형 조형 작업,2,50
1601030116_16v4,특수 주형 조형 작업,4,50
1601030117_16v4,주철 용해 작업,2,40
1601030118_16v4,비철금속 용해 작업,4,40
1601030119_16v4,출탕 작업,2,40
1601030120_16v4,주조 공정관리,4,50
1601030121_16v4,주조 품질관리,4,40
1601030122_16v4,주조 환경관리,4,40
1601030123_16v4,주조 안전보건관리,2,40
1601030124_16v1,주조 작업장 정리,2,30
1601030204_14v3,단조압출인발 금형 준비,3,20
1601030209_22v4,단조압출인발 품질관리,4,20
1601030210_14v3,단조압출인발 설비 보전,3,24
1601030211_16v4,단조압출인발 생산계획,5,40
1601030212_16v4,단조압출인발 생산관리,5,40
1601030215_16v4,단조성형 생산,3,50
1601030217_16v4,압출성형 생산,3,50
1601030219_16v4,인발성형 생산,3,50
1601030221_22v5,단조압출인발 성형품 오염방지·제거,2,50
1601030222_16v4,단조압출인발 성형품 교정·방청,2,50
1601030223_22v1,단조압출인발 작업안전보건관리,2,30
1601030224_22v5,단조압출인발 기초 제조공정 설계,2,30
1601030225_22v5,단조압출인발 기초 금형 설계,2,30
1601030226_22v5,단조압출인발 기초 금형 제작,2,30
1601030227_22v5,단조압출인발 응용 제조공정 설계,4,50
1601030228_22v5,단조압출인발 응용 금형설계,4,50
1601030229_22v5,단조압출인발 응용 금형제작,4,50
1601030230_22v5,단조압출인발 성형 품질유지보수,3,40
1601030231_22v1,단조압출인발 금형 수리,3,30
1601030232_22v1,단조압출인발 성형해석,6,60
1601030305_23v6,표면개질열처리,4,50
1601030307_23v6,열처리 품질평가,4,60
1601030308_23v6,열처리 부적합품 관리,4,50
1601030310_23v5,열처리 작업 안전보건관리,3,20
1601030311_23v6,열처리 생산계획 파악,4,50
1601030312_23v6,열처리 생산계획 수립,4,50
1601030317_23v6,화학적표면경화열처리,2,50
1601030318_23v6,물리적표면경화열처리,2,50
1601030319_23v6,항온염욕열처리,2,50
1601030321_23v6,열처리 생산설비 점검,3,50
1601030322_23v6,열처리 생산설비 유지관리,2,50
1601030323_23v6,열처리 공정설계,5,60
1601030324_23v6,어닐링열처리,3,60
1601030325_23v6,노멀라이징열처리,3,60
1601030326_23v6,퀜칭열처리,3,60
1601030327_23v6,템퍼링열처리,3,60
1601030328_23v6,진공열처리,3,60
1601030329_23v6,심냉처리,3,50
1601030411_16v3,금속재료관리,4,30
1601030412_16v3,선재 공정설계,4,25
1601030413_16v3,선재 산세작업,2,25
1601030414_16v3,선재 산세작업관리,4,25
1601030415_16v3,선재 피막작업,2,30
1601030416_16v3,선재 피막작업관리,4,25
1601030417_16v3,선재 열처리작업,2,30
1601030418_16v3,선재 열처리작업관리,4,25
1601030419_16v3,선재 건식신선작업,2,25
1601030420_16v3,선재 건식신선작업관리,4,20
1601030421_16v3,선재 습식신선작업,2,20
1601030422_16v3,선재 습식신선작업관리,4,20
1601030423_16v3,선재 탈지작업,2,20
1601030424_16v3,선재 탈지작업관리,4,20
1601030425_16v3,선재 도금작업,2,20
1601030426_16v3,선재 도금작업관리,4,20
1601030427_16v1,선재 연선 스트랜딩작업,3,20
1601030428_16v1,선재 연선 스트랜딩작업관리,5,20
1601030429_16v1,선재 연선 클로징 작업,3,20
1601030430_16v1,선재 연선 클로징 작업관리,5,20
1601030431_16v3,선재 재료시험,3,20
1601030432_16v3,선재 재료시험관리,4,20
1601030433_16v3,선재 품질 활동,2,20
1601030434_16v3,선재 품질 관리,4,20
1601030435_16v3,품질불량 관리,4,20
1601030436_16v1,다이스관리,4,20
1601030437_16v1,선재포장작업,2,20
1601030438_16v1,선재포장관리,4,20
1601030439_16v3,선재설비 유지보수,2,20
1601030440_16v3,선재설비 유지보수 관리,4,20
1601030441_16v3,선재작업 안전활동,2,20
1601030442_16v3,선재작업 안전관리,4,20
1601030443_16v1,환경관리,4,20
1601030508_18v4,판금제관 작업장 정리,2,45
1601030509_18v3,판금제관 작업 안전관리,3,20
1601030510_18v4,판금제관 도면검토 작업,4,50
1601030511_18v4,판금제관 공정도 작성,4,50
1601030512_18v4,판금제관 전개도작업,4,50
1601030513_18v4,판금제관 현도작업,2,40
1601030514_18v4,판금제관 수작업 절단,2,50
1601030515_18v4,판금제관 기계 절단,4,40
1601030516_18v4,판금제관 형강재 성형,4,40
1601030517_18v4,판금제관 판재 성형,4,50
1601030518_18v4,판금제관 부품조립,4,40
1601030519_18v4,판금제관 요소 조립,4,30
1601030520_18v4,판금제관 외관치수 검사,2,40
1601030521_18v4,판금제관 교정완성품 검사,4,50
1601030522_18v4,판금제관 설비 점검관리,2,40
1601030523_18v4,판금제관 설비 보수유지 관리,2,50
1601030601_16v3,강관 공정설계,4,28
1601030602_16v3,강관 원료가공,2,20
1601030605_16v3,강관 정형,2,24
1601030606_16v3,강관 관단가공,2,20
1601030607_16v3,강관 열처리,4,24
1601030608_16v3,강관 품질검사,4,24
1601030609_16v3,강관 도금처리,4,24
1601030610_14v2,강관 도복장 처리,4,20
1601030611_14v2,강관 포장,2,20
1601030612_16v3,강관 제조설비 관리,2,24
1601030613_16v3,강관 고주파 용접 성형,2,28
1601030614_16v3,강관 잠호 용접 성형,2,28
1601030615_16v3,강관 고주파 용접,4,28
1601030616_16v3,강관 잠호 용접,4,28
1601030617_16v1,강관제품 고객 품질 대응,4,24
1601030701_17v1,고객 요구사항 파악,5,45
1601030702_17v1,분말생산계획 수립,5,45
1601030703_17v1,분말 제조,2,34
1601030704_17v1,분말 분급과 혼합,2,34
1601030706_17v1,분말야금 부품생산계획 수립,5,45
1601030707_17v1,분말야금용 금형 설계,4,45
1601030708_17v1,분말 배합,2,34
1601030709_17v1,분말 성형체 제작,2,34
1601030710_17v1,분말 성형체 소결,2,34
1601030711_17v1,분말야금 소결체 후처리,2,34
1601030713_17v1,분말야금 품질관리,4,45
1601030714_17v1,분말야금 설비관리,3,45
1601030715_23v2,분말야금 환경·안전·보건관리,4,45
1601030716_23v2,분말야금 특성평가,3,45
1601030801_18v1,다이캐스팅 주조,4,30
1601030802_18v1,인베스트먼트 주조,3,30
1601030803_18v1,셸몰드 주조,2,30
1601030804_18v1,중력금형 주조,3,30
1601030805_18v1,저압 주조,4,30
1601030806_18v1,진공 주조,4,30
1601030807_18v1,원심 주조,3,30
1601030808_18v1,비철 연속 주조,4,30
1601030809_18v1,풀몰드 주조,3,30
1601030810_18v1,용탕 단조,4,30
1601030811_18v1,특수주조 품질관리,4,30
1601030812_18v1,특수주조 환경·안전관리,3,30
1601040104_23v5,도금액 관리,4,40
1601040109_23v5,도금 후처리작업,2,30
1601040110_23v6,도금 제품검사,3,50
1601040111_23v5,도금 불량대책 수립,5,30
1601040112_23v5,도금작업 환경안전관리,2,30
1601040113_23v7,도금 치구 제작 설정,3,50
1601040114_23v7,도금 치구 제작,3,30
1601040117_23v7,도금 전처리작업 금속제품,2,50
1601040118_23v7,도금 전처리작업 비금속제품,2,50
1601040119_23v6,도금작업 준비,2,50
1601040123_23v6,건식도금작업 전처리,2,70
1601040124_23v6,건식도금작업,4,70
1601040125_23v2,도금 환경 법규 검토,3,30
1601040126_23v6,도금 생산계획 수립,6,30
1601040127_23v6,도금 생산계획 공정검토,4,30
1601040128_23v7,도금작업 공정설계 파악,3,30
1601040129_23v7,도금작업 공정준비,2,30
1601040130_23v7,도금작업 공정설계 설정,4,30
1601040131_23v7,도금작업 공정수행,2,30
1601040132_23v7,전기도금작업,2,60
1601040133_23v7,무전해 도금작업,3,50
1601040134_23v6,도금 양극산화 전·후처리,2,30
1601040135_23v6,도금 양극산화,3,30
1601040136_23v6,도금 화성피막 전·후처리,2,30
1601040137_23v6,도금 화성피막,3,30
1601040138_23v2,도금 환경법규 적용,3,30
1601040139_23v1,도금층 조직검사,4,30
1601040140_23v1,도금·하지층 금속부식방지,6,50
1601040141_23v1,반도체 도금작업,5,70
1601040142_23v1,출하검사,2,40
1601040143_23v1,원소재물성분석,3,30
1601040201_22v3,금속도장 설계,5,40
1601040202_22v4,금속도장 작업계획수립,4,40
1601040203_22v3,금속도장 입고점검,3,20
1601040209_22v4,금속도장 환경안전관리,3,50
1601040210_22v4,금속도장 소방·전기안전관리,3,40
1601040211_22v4,금속도장 개인안전관리,2,50
1601040212_22v4,기계적 표면처리,2,50
1601040213_22v4,화학적 표면처리,2,40
1601040214_22v4,화성피막처리,4,50
1601040215_22v4,도장설비·기기,4,40
1601040216_22v4,조색작업,4,80
1601040217_22v4,주걱·붓·롤러 도장,2,60
1601040218_22v4,에어스프레이 도장,2,70
1601040219_22v4,에어리스 도장,4,50
1601040220_22v4,침적 도장,3,50
1601040221_22v4,롤코팅 도장,3,40
1601040222_22v4,액상정전 도장,3,40
1601040223_22v4,분체 도장,3,80
1601040224_22v4,적외선·자외선 건조,3,40
1601040225_22v4,열풍 건조,2,30
1601040226_22v4,금속도장 검사 일반,3,20
1601040227_22v4,금속도장 결함 대책,4,50
1601050001_21v1,작업안전보건관리,2,20
1601050002_21v1,작업 후 정리정돈,2,8
1601050003_21v1,용접절차사양서 해독,3,48
1601050004_21v1,가스용접,3,30
1601050005_21v1,레이저용접,3,50
1601050102_21v3,피복아크용접 도면해독,4,30
1601050103_21v3,피복아크용접 재료준비,3,30
1601050104_21v2,피복아크용접 장비설치,3,20
1601050105_21v3,피복아크용접 가용접 작업,4,20
1601050107_21v3,피복아크용접부 검사,5,20
1601050108_21v3,피복아크용접 결함부 보수용접 작업,6,20
1601050110_21v3,피복아크용접 비드쌓기,3,50
1601050111_21v3,피복아크용접 맞대기용접,4,70
1601050112_21v3,피복아크용접 필릿용접,3,70
1601050113_21v3,피복아크용접 파이프용접,5,70
1601050202_21v4,CO₂용접 도면 해독,4,30
1601050203_21v2,CO₂용접 재료 준비,3,12
1601050204_21v3,CO₂용접 장비 설치,3,20
1601050205_21v4,CO₂용접 가용접 작업,4,20
1601050208_21v3,CO₂용접 용접부 검사,5,20
1601050209_21v3,CO₂용접 결함부 보수 용접 작업,6,20
1601050211_21v4,솔리드와이어용접 비드쌓기,3,70
1601050212_21v4,솔리드와이어 필릿 용접,3,70
1601050213_21v4,솔리드와이어 맞대기 용접,4,70
1601050214_21v4,플럭스코어드와이어 비드쌓기,3,70
1601050215_21v4,플럭스코어드와이어 필릿 용접,3,70
1601050216_21v4,플럭스코어드와이어 맞대기 용접,4,70
1601050302_21v4,가스텅스텐아크용접 도면해독,4,30
1601050303_21v3,가스텅스텐아크용접 재료준비,3,12
1601050304_21v3,가스텅스텐아크용접 장비설치,3,8
1601050305_21v4,가스텅스텐아크용접 가용접 작업,4,20
1601050307_21v3,가스텅스텐아크용접부 검사,5,20
1601050308_21v4,가스텅스텐아크용접 결함부 보수용접 작업,6,20
1601050310_21v4,가스텅스텐아크용접 비드쌓기,3,50
1601050311_21v4,가스텅스텐아크용접 맞대기용접,4,70
1601050312_21v4,가스텅스텐아크용접 필릿용접,3,70
1601050313_21v4,가스텅스텐아크용접 파이프용접,5,70
1601050402_21v3,가스메탈아크용접 도면해독,4,30
1601050403_21v2,가스메탈아크용접 재료준비,3,32
1601050404_21v2,가스메탈아크용접 장비설치,3,8
1601050405_21v3,가스메탈아크용접 가용접 작업,4,20
1601050407_21v2,가스메탈아크용접부 검사,5,20
1601050408_21v3,가스메탈아크용접 결함부 보수용접 작업,6,20
1601050410_21v3,가스메탈아크용접 비드쌓기,3,50
1601050411_21v3,가스메탈아크용접 맞대기용접,4,70
1601050412_21v3,가스메탈아크용접 필릿용접,4,70
1601050413_21v3,가스메탈아크용접 파이프용접,3,70
1601050503_21v2,서브머지드아크용접 재료준비,3,10
1601050504_21v3,서브머지드아크용접 가용접 작업,4,24
1601050507_21v2,서브머지드아크용접부 검사,5,55
1601050508_21v3,서브머지드아크용접 결함부 보수용접 작업,6,100
1601050510_21v3,단일전극 서브머지드아크용접 도면해독,4,48
1601050511_21v3,다전극 서브머지드아크용접 도면해독,4,50
1601050512_21v3,단일전극 서브머지드아크용접 용접장비설치,3,48
1601050513_21v3,다전극 서브머지드아크용접 용접장비설치,3,100
1601050514_21v3,단일전극 서브머지드아크용접 예열 및 본용접 작업,4,96
1601050515_21v3,다전극 서브머지드아크용접 예열 및 본용접 작업,4,100
1601050516_21v3,서브머지드아크용접 후열 및 용접 후처리 작업,4,50
1601050601_21v3,기본용접작업,3,40
1601050603_21v2,로봇용접 준비,3,20
1601050604_21v2,로봇용접장비 세팅,3,20
1601050609_21v3,로봇용접 완료 작업,3,10
1601050616_21v3,로봇용접후처리검사,4,48
1601050617_21v3,제작도면용접절차사양서파악,4,48
1601050618_21v3,로봇용접 프로그램 코딩,5,30
1601050619_21v3,로봇용접 작업,4,48
1601050701_22v1,저항용접 도면해독,4,30
1601050702_22v1,저항용접 재료준비,3,30
1601050703_22v1,점(spot) 용접 작업,3,50
1601050704_22v1,심(seam) 용접 작업,4,70
1601050705_22v1,돌기(projection) 용접 작업,4,70
1601050706_22v1,업셋(upset) 용접 작업,3,50
1601050707_22v1,플래시(flash) 용접 작업,4,70
1601050708_22v1,저항용접부 검사,5,20
1601060101_18v1,마그네슘 제련,4,30
1601060102_18v1,마그네슘 합금 제조,5,46
1601060103_18v1,마그네슘 주조,2,46
1601060104_18v1,마그네슘 다이캐스팅,2,30
1601060105_18v1,마그네슘 소성 가공,3,30
1601060106_18v1,마그네슘 표면처리,3,30
1601060107_18v1,마그네슘 리사이클링,3,30
1601060108_18v1,마그네슘 안전관리,4,46
1601060201_18v1,타이타늄 금속 제련,4,50
1601060202_18v1,타이타늄 용해·주조,3,50
1601060203_18v1,타이타늄 중간재 제조,5,60
1601060204_18v1,타이타늄 소재가공,3,50
1601060205_18v1,타이타늄 적층 제조,6,50
1601060206_18v1,타이타늄 열·표면처리,3,60
1601060207_18v1,타이타늄 리사이클링,2,30
1601060208_18v1,타이타늄 환경안전관리,4,30
1601060301_21v1,알루미늄 합금 제조,3,30
1601060302_21v1,알루미늄 압연,2,15
1601060303_21v1,알루미늄 압출,2,15
1601060304_21v1,알루미늄 단조,2,15
1601060305_21v1,알루미늄 주조,2,15
1601060306_21v1,알루미늄 다이캐스팅,2,15
1601060307_21v1,알루미늄 적층 성형,5,60
1601060308_21v1,알루미늄 열처리,3,30
1601060309_21v1,알루미늄 표면처리,3,30
1601060310_21v1,알루미늄 접합,5,60
1601060311_21v1,알루미늄 작업장 환경 안전관리,4,45
1601060401_14v2,공정설계,6,15
1601060402_14v2,생산계획 수립,5,15
1601060403_14v2,원료 예비처리 작업,4,30
1601060409_14v2,품질관리,4,30
1601060411_14v2,환경안전관리,4,15
1601060412_16v3,조금속 제조,4,45
1601060413_16v3,조금속 처리,4,45
1601060414_16v3,상분리 정련 작업,4,45
1601060415_16v3,플럭스 첨가 정련 작업,4,45
1601060416_16v3,용해작업,2,30
1601060417_16v3,주조작업,2,30
1601060418_16v3,부산물 회수 작업,2,30
1601060419_16v3,부산물 활용 작업,2,30
1601060420_16v3,아황산가스 정제 작업,2,30
1601060421_16v3,황산 제조 작업,2,30
1601060422_16v3,설비운용,2,15
1601060423_16v3,설비보전,4,15
1601060502_14v2,생산계획 수립,5,15
1601060505_16v3,고액분리 작업,2,15
1601060508_14v2,회수 작업,4,45
1601060511_16v3,설비관리,2,15
1601060512_14v2,환경안전관리,4,15
1601060513_16v3,공정반응설계,6,15
1601060514_16v3,열역학반응설계,4,15
1601060515_16v3,원료 물리적 예비처리,4,15
1601060516_16v3,원료 화학적 예비처리,2,15
1601060517_16v3,침출원료수급,2,45
1601060518_16v3,침출조업,3,45
1601060519_21v4,침출액 1차정제,2,60
1601060520_21v4,침출액 2차정제,4,60
1601060521_16v3,전해 작업,4,20
1601060522_16v3,전극 관리,2,30
1601060523_16v3,부산물 내 유용자원 회수,3,15
1601060524_16v3,부산물 내 유해물질 안정화,2,15
1601060525_16v3,품질관리,4,15
1601060526_16v3,표준화 작업,4,15
1602000101_21v1,수입검사,3,20
1602000102_21v1,공정검사,4,30
1602000103_21v1,출하검사,3,20
1602000104_21v1,품질보증,5,40
1602000201_21v1,안전보건관리,4,30
1602000202_21v1,폐기물관리,4,30
1602000203_21v1,수질관리,4,30
1602000204_21v1,대기관리,4,30
1602000205_21v1,위험물관리,4,30
1602030101_21v1,원자재검사,3,24
1602030102_21v1,부자재검사,2,24
1602030103_21v1,특성확인,3,24
1602030104_21v1,보관관리,3,24
1602030105_21v1,원료분쇄,2,24
1602030106_21v1,원료혼합,2,24
1602030107_21v1,원료하소,3,24
1602030108_21v1,과립제조,3,24
1602030201_21v1,주입성형,3,24
1602030202_21v1,가압성형,2,24
1602030203_21v1,사출성형,4,24
1602030204_21v1,롤러성형(물레),2,30
1602030205_21v1,냉간정수압성형,4,24
1602030206_21v1,압출성형,3,24
1602030301_21v1,상압소결,4,30
1602030302_21v1,진공소결,4,30
1602030303_21v1,가압소결,5,30
1602030304_21v1,로터리킬른 소성,4,70
1602030305_21v1,터널킬른 소성,5,30
1602030306_21v1,분위기소결,4,30
1602030307_21v1,열간정수압소결,5,30
1602030401_21v1,가공,4,24
1602030402_21v1,세정,2,16
1602030403_21v1,코팅(전극처리),4,24
1602030404_21v1,조립/검사,4,24
1602030405_21v1,제품분쇄,3,40
1602030406_21v1,콘크리트 제조,5,60
1602030407_21v1,시유,4,30
1602030408_21v1,장식,4,30
1602030409_21v1,건조,2,20
1602030501_21v1,시공계획수립,5,30
1602030502_21v1,시공작업준비,2,30
1602030503_21v1,시공작업시행,3,50
1602030504_21v1,시공건조작업,4,20
1602030505_21v1,시공점검보수,4,30
1602040101_21v1,원료보관,3,20
1602040102_21v1,원료계량,4,30
1602040103_21v1,원료혼합,4,30
1602040201_21v1,연소공정관리,4,30
1602040202_21v1,용융반응관리,4,30
1602040203_21v1,용융설비관리,4,40
1602040204_21v1,내화물유지보수,4,30
1602040205_21v1,결정성장,5,40
1602040301_21v1,판유리성형,4,30
1602040302_21v1,용기유리성형,4,30
1602040303_21v1,섬유유리성형,4,30
1602040304_21v1,서냉,4,20
1602040401_21v1,원판전처리,3,25
1602040402_21v1,코팅유리제조,4,30
1602040403_21v1,복층유리제조,4,30
1602040404_21v1,접합유리제조,4,30
1602040405_21v1,강화유리제조,4,30
1602040406_21v1,법랑제조,4,30
1602040407_21v1,프리트제조,4,30
1602040408_21v1,석영유리가공제조,4,30
1602040409_21v1,광학유리가공제조,4,30
1602040410_21v1,유리광섬유제조,4,30
1602050101_21v1,코크스제조,3,24
1602050102_21v1,피치제조,3,24
1602050103_21v1,카본블랙제조,4,24
1602050104_21v1,활성탄소제조,4,24
1602050105_21v1,탄소섬유제조,5,32
1602050106_21v1,탄소-탄소복합재료제조,5,24
1602050107_21v1,인조흑연제조,5,24
1602050201_21v1,탄소재료특성파악,2,20
1602050202_21v1,탄소재료일반분석,2,20
1602050203_21v1,카본블랙품질관리,4,24
1602050204_21v1,인조흑연품질관리,5,24
1602050205_21v1,탄소섬유품질관리,4,24
1701010101_23v3,분석계획수립,5,30
1701010103_23v4,시료전처리,3,45
1701010106_23v3,문서관리,3,45
1701010107_23v3,분석장비 관리,4,45
1701010110_23v3,직무교육,5,50
1701010111_23v4,시험법 밸리데이션 계획수립,5,50
1701010112_23v3,시험법 밸리데이션,5,50
1701010113_23v3,이화학 분석,3,50
1701010114_23v3,분광 분석,3,50
1701010115_23v3,크로마토그래피 분석,3,45
1701010116_23v3,분석결과 해석,5,45
1701010117_23v4,분석결과보고서 작성,5,40
1701010118_23v4,환경점검,3,20
1701010119_23v4,환경관리,4,30
1701010120_23v4,안전점검,3,20
1701010121_23v4,안전관리,4,40
1701010122_23v2,분석업무지시서 확인,3,30
1701010123_23v2,시험결과보고서 작성,3,40
1701010124_23v3,화학구조 분석,5,50
1701010125_23v3,화학특성 분석,5,50
1701010126_23v3,유해 화학물질 분석,5,40
1701010127_23v2,분석실험 준비,2,60
1701010128_23v2,분석시료 준비,2,60
1701010129_23v2,기초 화학분석,2,90
1701010130_23v2,실험실 환경ㆍ안전점검,2,30
1701010131_23v2,실험실 문서관리,2,30
1701010201_17v2,화학물질 품질검사,4,40
1701010202_17v2,대상물질 일반정보 수집,4,80
1701010203_17v2,위해성평가 계획수립,5,60
1701010204_17v2,평가 대상물질 자료수집·확인,5,45
1701010205_17v2,물리적·화학적 특성·유해성 자료생산,5,45
1701010206_23v3,노출량-반응·노출평가,6,60
1701010207_17v2,위해도 결정,6,60
1701010208_23v3,화학물질의 등록 및 평가 등에 관한 법률에 의한 유해성 심사·분류,4,30
1701010209_17v2,화학물질관리법에 의한 신고·허가사항,4,30
1701010210_23v3,화학물질안전정보 생산·관리,4,30
1701010211_17v1,MSDS 작성·관리,5,40
1701010301_16v2,화학물질취급 문서관리,3,30
1701010302_16v2,화학물질취급 안전교육,5,50
1701010308_16v2,화학물질 사고피해 방지,3,50
1701010309_16v2,특수작업 점검,3,50
1701010310_16v2,GHS-MSDS 파악,3,50
1701010311_16v2,화학물질 취급기준관리,5,50
1701010312_16v2,화학물질취급 모니터링,5,50
1701010313_16v2,화학물질취급 설비점검,3,50
1701010314_16v2,화학물질취급 설비 유지보수,5,50
1701010315_16v2,화학물질 노출 허용기준 관리,5,50
1701010316_16v2,화학물질취급 작업 안전점검,3,50
1701010317_16v2,화학물질취급 작업 안전관리,5,50
1701010318_16v2,화학물질 보관장소 점검,3,50
1701010319_16v2,화학물질 입·출하 관리,3,50
1701010320_16v2,화학물질취급 사고 대비훈련,5,50
1701010321_16v2,화학물질취급 사고 초기대응,3,50
1701010322_16v1,화학물질취급 법규 파악,5,50
1701010323_16v1,화학물질취급 위험성 평가,5,50
1701010324_16v1,화학물질취급 변경관리,5,50
1701010325_16v1,화학물질취급 폭발방지설비 관리,5,50
1701010326_16v1,정전기 방지 대책 수립,3,50
1701010327_17v1,화학물질 유형 파악,2,30
1701010328_17v1,보관·저장 장소별 화학물질 확인,2,30
1701010329_17v1,화학물질 취급 시 안전작업 준수,2,30
1701010330_17v1,화학물질 사고 대비,2,30
1701010401_21v1,화학제품 품질검사 시약·기기·장비관리,4,40
1701010402_21v1,화학제품 이화학분석 품질검사,4,40
1701010403_21v1,화학제품 기기분석 품질검사,4,40
1701010404_21v1,화학제품 미생물 품질검사,4,40
1701010405_21v1,화학제품 원부재료 품질검사,4,40
1701010406_21v1,화학제품 공정 품질검사,4,40
1701010407_21v1,화학제품 제품 품질검사,4,40
1701010408_21v1,화학제품 품질개선,5,50
1701010409_21v1,화학제품 품질 규격관리,5,50
1701010410_21v1,화학제품 부적합품 관리,5,50
1701010411_21v1,화학제품 통계적 품질관리,5,50
1701010412_21v1,화학제품 품질경영 시스템 관리,5,50
1701010413_21v1,화학제품 품질보증 수행,5,50
1701010414_21v1,화학제품 고객불만 대응,5,50
1701020101_13v1,공정 흐름 검토,6,24
1701020102_13v1,설계 기준 정립,7,28
1701020103_13v1,설계 계획 수립,6,24
1701020104_13v1,공정흐름도 작성,5,20
1701020105_19v2,열·물질수지 검토,4,16
1701020106_19v2,공정배관·계장도와 유틸리티 흐름도 작성,5,20
1701020107_19v2,기계·기기장치 설계용 공정 데이터 결정,5,20
1701020108_19v2,계측·제어 설계용 공정 데이터 결정,5,20
1701020109_19v2,배관 설계용 공정 데이터 결정,4,16
1701020110_13v1,위험성 평가,6,24
1701020201_19v2,반응시스템 파악,4,24
1701020202_19v2,반응기 개발,5,16
1701020203_19v2,반응 파일럿플랜트 실험검증,5,32
1701020204_19v2,반응기 설계·제작,7,24
1701020205_19v2,반응원료 분석과 관리,3,16
1701020206_19v2,반응기 운전,2,24
1701020207_19v2,비정상 운전 조치,3,20
1701020208_19v2,반응기 구조 개선,5,32
1701020209_19v2,촉매성능 평가와 관리,4,16
1701020210_19v2,반응기 가동정지와 정비,2,16
1701020211_19v1,반응 운전 최적화,5,32
1701020212_19v1,화학 스마트공장 구축목표 수립,5,32
1701020213_19v1,스마트 화학공정 유지운영 및 최적화,4,32
1701020302_16v2,정비계획 수립,5,30
1701020304_16v2,예방정비,5,50
1701020306_22v3,고정기기 점검,3,25
1701020307_16v2,배관·고정기기 유지관리,5,50
1701020310_22v3,공정 흐름도 파악,3,45
1701020311_22v3,공정물질 특성 파악,3,30
1701020312_22v3,환경·안전점검,3,30
1701020313_22v3,환경·안전관리,5,40
1701020314_22v3,회전기계 점검,3,25
1701020315_16v2,회전기계 유지관리,5,50
1701020316_16v2,전기설비 점검,3,25
1701020317_16v2,전기설비 유지관리,5,40
1701020318_22v3,계장설비 점검,3,25
1701020319_16v2,계장설비 유지관리,5,50
1701020320_16v1,화학공정설비운전,3,40
1701020321_16v1,화학공정 위험성 평가,5,45
1701020322_16v1,화학공정 개선,5,50
1701020323_16v1,유틸리티 공정관리,5,40
1701020324_16v1,설비보수 외주관리,5,45
1701020325_22v1,배관 · 관부속품 파악,2,40
1701020326_22v1,회전기계 파악,2,40
1701020327_22v1,계장설비 파악,2,40
1701030101_17v2,연구개발 계획수립,7,20
1701030102_15v1,연구개발 과제관리,6,20
1701030103_17v2,합성 랩 실험계획,6,40
1701030106_15v1,합성 스케일업 테스트,5,40
1701030107_17v2,포뮬레이션 랩 실험계획,6,40
1701030110_15v1,포뮬레이션 스케일업 테스트,5,40
1701030111_17v2,가공 랩 실험계획,6,40
1701030115_15v1,시제품평가,5,20
1701030116_15v1,연구개발 성과확보,6,20
1701030117_15v1,생산이관,6,20
1701030118_17v2,환경·안전관리,4,20
1701030119_17v2,합성 랩 공정개발,5,40
1701030120_17v2,합성 랩 공정실험,4,40
1701030121_17v2,합성 랩 분석법 개발,5,40
1701030122_17v2,합성 랩 분석 실험,4,40
1701030123_17v2,포뮬레이션 랩 처방개발,5,40
1701030124_17v2,포뮬레이션 랩 처방실험,3,40
1701030125_17v2,포뮬레이션 랩 분석법 개발,5,40
1701030126_17v2,포뮬레이션 랩 분석실험,4,40
1701030127_17v2,가공 랩 공정개발,5,40
1701030128_17v2,가공 랩 공정실험,3,40
1701030129_17v2,가공 랩 분석법 개발,5,40
1701030130_17v2,가공 랩 분석실험,4,40
1701030131_17v2,가공 스케일업 공정개발,5,40
1701030132_17v2,가공 스케일업 공정실험,3,40
1701030133_22v1,폐플라스틱 열분해 공정설계,5,40
1701030134_22v1,폐플라스틱 열분해유 분리 · 정제,4,40
1701030135_22v1,폐플라스틱 원료·열분해유 분석 ,5,40
1701030136_22v1,플라스틱 물리적특성분석,5,60
1701030137_22v1,플라스틱 성형품 공학적 기술해석,5,60
1701030201_23v2,문제 상황 진단,7,60
1701030202_23v2,거시환경 분석,5,50
1701030203_23v2,화학분야 시장동향 분석,5,50
1701030204_23v2,화학분야 고객동향 분석,5,50
1701030205_23v2,화학분야 기술동향 분석,5,60
1701030206_23v2,화학분야 규제·정책 분석,4,50
1701030207_23v2,내부역량 분석,6,50
1701030208_23v2,화학신소재 후보군 선정,6,50
1701030209_23v2,화학신소재 기술 분석,5,60
1701030210_23v2,화학신소재 리스크 분석,5,50
1701030211_23v2,화학신소재 안전성 분석,5,50
1701030212_23v2,화학신소재 프로토타입 제조,5,60
1701030213_23v2,화학신소재 사업 타당성 분석,6,60
1701030214_23v2,화학신소재 사업화 방향 설계,7,50
1701030215_23v2,화학신소재 개발계획 수립,6,50
1701030301_17v1,화학제품 기술사업화 계획 수립,7,30
1701030302_17v1,화학제품 기술사업화 기준서 검토,5,30
1701030303_17v1,화학제품 기술사업화 소규모설비 생산,5,44
1701030304_17v1,화학제품 기술사업성 평가,6,30
1701030305_17v1,화학제품 기술사업화 양산설비 구축,6,30
